02/28/2022,"49.80","50.52","48.95","49.21","122,839"
02/25/2022,"49.31","50.37","47.53","50.34","136,936"
02/24/2022,"48.35","49.71","47.07","48.98","189,781"
02/23/2022,"50.10","50.32","49.05","49.48","125,329"
02/22/2022,"49.08","50.54","48.97","49.49","107,175"
02/18/2022,"49.08","49.95","48.67","49.50","130,474"
02/17/2022,"50.84","50.84","49.10","49.32","110,669"
02/16/2022,"51.59","51.85","50.58","51.09","104,908"
